ID,DATA_0,DATA_1,DATA_2,DATA_3,DATA_4,DATA_5,DATA_6,DATA_7,label,category,specific_class,scenario,frame_index,inter_arrival_idx
531,255.0,255.0,8.0,127.0,47.0,7.0,255.0,80.0,BENIGN,BENIGN,BENIGN,BENIGN,15,0.0
532,0.0,0.0,0.0,0.0,0.0,0.0,247.0,128.0,BENIGN,BENIGN,BENIGN,BENIGN,16,0.0
534,0.0,0.0,0.0,0.0,195.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,17,0.0
1045,0.0,0.0,52.0,242.0,15.0,255.0,15.0,255.0,BENIGN,BENIGN,BENIGN,BENIGN,18,0.0
1200,255.0,0.0,128.0,0.0,128.0,0.0,40.0,242.0,BENIGN,BENIGN,BENIGN,BENIGN,19,0.0
71,100.0,44.0,169.0,92.0,86.0,74.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,20,0.0
357,16.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,21,0.0
512,0.0,0.0,130.0,79.0,130.0,79.0,240.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,22,0.0
514,28.0,253.0,0.0,0.0,64.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,23,0.0
560,0.0,30.0,0.0,0.0,19.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,24,0.0
1109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,25,0.0
578,255.0,255.0,32.0,0.0,214.0,0.0,0.0,1.0,BENIGN,BENIGN,BENIGN,BENIGN,26,0.0
125,0.0,0.0,246.0,144.0,0.0,63.0,255.0,255.0,BENIGN,BENIGN,BENIGN,BENIGN,27,13.0
532,0.0,0.0,0.0,0.0,0.0,0.0,246.0,144.0,BENIGN,BENIGN,BENIGN,BENIGN,28,12.0
1045,0.0,0.0,56.0,241.0,15.0,255.0,15.0,255.0,BENIGN,BENIGN,BENIGN,BENIGN,29,11.0
1200,255.0,0.0,128.0,0.0,144.0,0.0,40.0,241.0,BENIGN,BENIGN,BENIGN,BENIGN,30,11.0
514,28.0,251.0,16.0,0.0,64.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,31,8.0
1438,158.0,0.0,255.0,255.0,255.0,255.0,255.0,255.0,BENIGN,BENIGN,BENIGN,BENIGN,32,0.0
806,1.0,160.0,3.0,255.0,1.0,208.0,0.0,200.0,BENIGN,BENIGN,BENIGN,BENIGN,33,0.0
950,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,34,0.0
951,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,35,0.0
125,0.0,0.0,245.0,160.0,0.0,63.0,255.0,255.0,BENIGN,BENIGN,BENIGN,BENIGN,36,9.0
532,0.0,0.0,0.0,0.0,0.0,0.0,245.0,160.0,BENIGN,BENIGN,BENIGN,BENIGN,37,9.0
1045,0.0,0.0,60.0,240.0,15.0,255.0,15.0,255.0,BENIGN,BENIGN,BENIGN,BENIGN,38,9.0
1200,255.0,0.0,128.0,0.0,160.0,0.0,40.0,240.0,BENIGN,BENIGN,BENIGN,BENIGN,39,9.0
342,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,40,0.0
358,122.0,32.0,0.0,0.0,0.0,106.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,41,0.0
376,0.0,0.0,2.0,0.0,2.0,84.0,194.0,84.0,BENIGN,BENIGN,BENIGN,BENIGN,42,0.0
377,1.0,227.0,8.0,0.0,146.0,4.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,43,0.0
514,28.0,249.0,32.0,0.0,64.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,44,13.0
610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,45,0.0
1057,6.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,46,0.0
1069,0.0,3.0,255.0,0.0,0.0,0.0,240.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,47,0.0
125,0.0,0.0,244.0,176.0,0.0,63.0,255.0,255.0,BENIGN,BENIGN,BENIGN,BENIGN,48,12.0
532,0.0,0.0,0.0,0.0,0.0,0.0,244.0,176.0,BENIGN,BENIGN,BENIGN,BENIGN,49,12.0
1045,0.0,0.0,0.0,255.0,15.0,255.0,15.0,255.0,BENIGN,BENIGN,BENIGN,BENIGN,50,12.0
1200,255.0,0.0,128.0,0.0,176.0,0.0,40.0,239.0,BENIGN,BENIGN,BENIGN,BENIGN,51,12.0
514,28.0,247.0,48.0,0.0,64.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,52,8.0
1072,131.0,0.0,7.0,52.0,100.0,1.0,18.0,147.0,BENIGN,BENIGN,BENIGN,BENIGN,53,0.0
1076,36.0,0.0,20.0,0.0,15.0,255.0,2.0,96.0,BENIGN,BENIGN,BENIGN,BENIGN,54,0.0
1077,40.0,32.0,8.0,28.0,0.0,32.0,41.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,55,0.0
125,0.0,0.0,243.0,192.0,0.0,63.0,255.0,255.0,BENIGN,BENIGN,BENIGN,BENIGN,56,8.0
532,0.0,0.0,0.0,0.0,0.0,0.0,243.0,192.0,BENIGN,BENIGN,BENIGN,BENIGN,57,8.0
1045,0.0,0.0,4.0,254.0,15.0,255.0,15.0,255.0,BENIGN,BENIGN,BENIGN,BENIGN,58,8.0
1046,64.0,96.0,254.0,8.0,1.0,10.0,128.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,59,0.0
1200,255.0,0.0,128.0,0.0,192.0,0.0,40.0,238.0,BENIGN,BENIGN,BENIGN,BENIGN,60,9.0
514,28.0,245.0,64.0,0.0,64.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,61,9.0
1034,193.0,0.0,255.0,255.0,255.0,255.0,255.0,255.0,BENIGN,BENIGN,BENIGN,BENIGN,62,0.0
125,0.0,0.0,242.0,208.0,0.0,63.0,255.0,255.0,BENIGN,BENIGN,BENIGN,BENIGN,63,7.0
532,0.0,0.0,0.0,0.0,0.0,0.0,242.0,208.0,BENIGN,BENIGN,BENIGN,BENIGN,64,7.0
1045,0.0,0.0,8.0,253.0,15.0,255.0,15.0,255.0,BENIGN,BENIGN,BENIGN,BENIGN,65,7.0
1200,255.0,0.0,128.0,0.0,208.0,0.0,40.0,237.0,BENIGN,BENIGN,BENIGN,BENIGN,66,6.0
514,28.0,243.0,80.0,0.0,64.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,67,6.0
1409,129.0,0.0,255.0,255.0,255.0,255.0,255.0,255.0,BENIGN,BENIGN,BENIGN,BENIGN,68,0.0
938,0.0,34.0,32.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,69,0.0
939,18.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,70,0.0
125,0.0,0.0,241.0,224.0,0.0,63.0,255.0,255.0,BENIGN,BENIGN,BENIGN,BENIGN,71,8.0
532,0.0,0.0,0.0,0.0,0.0,0.0,241.0,224.0,BENIGN,BENIGN,BENIGN,BENIGN,72,8.0
1045,0.0,0.0,12.0,252.0,15.0,255.0,15.0,255.0,BENIGN,BENIGN,BENIGN,BENIGN,73,8.0
1200,255.0,0.0,128.0,0.0,224.0,0.0,40.0,236.0,BENIGN,BENIGN,BENIGN,BENIGN,74,8.0
514,28.0,241.0,96.0,0.0,64.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,75,8.0
125,0.0,0.0,240.0,240.0,0.0,63.0,255.0,255.0,BENIGN,BENIGN,BENIGN,BENIGN,76,5.0
532,0.0,0.0,0.0,0.0,0.0,0.0,240.0,240.0,BENIGN,BENIGN,BENIGN,BENIGN,77,5.0
1045,0.0,0.0,16.0,251.0,15.0,255.0,15.0,255.0,BENIGN,BENIGN,BENIGN,BENIGN,78,5.0
1200,255.0,0.0,128.0,0.0,240.0,0.0,40.0,235.0,BENIGN,BENIGN,BENIGN,BENIGN,79,5.0
514,28.0,239.0,112.0,0.0,64.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,80,5.0
125,0.0,0.0,255.0,0.0,0.0,63.0,255.0,255.0,BENIGN,BENIGN,BENIGN,BENIGN,81,5.0
532,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,82,5.0
1045,0.0,0.0,20.0,250.0,15.0,255.0,15.0,255.0,BENIGN,BENIGN,BENIGN,BENIGN,83,5.0
1200,255.0,0.0,128.0,0.0,0.0,0.0,40.0,250.0,BENIGN,BENIGN,BENIGN,BENIGN,84,5.0
1072,131.0,0.0,7.0,52.0,100.0,5.0,18.0,147.0,BENIGN,BENIGN,BENIGN,BENIGN,85,32.0
1077,40.0,32.0,5.0,20.0,0.0,32.0,41.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,86,31.0
125,0.0,0.0,254.0,16.0,0.0,63.0,255.0,255.0,BENIGN,BENIGN,BENIGN,BENIGN,87,6.0
532,0.0,0.0,0.0,0.0,0.0,0.0,254.0,16.0,BENIGN,BENIGN,BENIGN,BENIGN,88,6.0
1045,0.0,0.0,24.0,249.0,15.0,255.0,15.0,255.0,BENIGN,BENIGN,BENIGN,BENIGN,89,6.0
1046,65.0,96.0,253.0,8.0,1.0,10.0,128.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,90,31.0
1200,255.0,0.0,128.0,0.0,16.0,0.0,40.0,249.0,BENIGN,BENIGN,BENIGN,BENIGN,91,7.0
125,0.0,0.0,253.0,32.0,0.0,63.0,255.0,255.0,BENIGN,BENIGN,BENIGN,BENIGN,92,5.0
532,0.0,0.0,0.0,0.0,0.0,0.0,253.0,32.0,BENIGN,BENIGN,BENIGN,BENIGN,93,5.0
1045,0.0,0.0,28.0,248.0,15.0,255.0,15.0,255.0,BENIGN,BENIGN,BENIGN,BENIGN,94,5.0
1200,255.0,0.0,128.0,0.0,32.0,0.0,40.0,248.0,BENIGN,BENIGN,BENIGN,BENIGN,95,4.0
132,0.0,0.0,0.0,76.0,15.0,52.0,12.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,96,0.0
125,0.0,0.0,252.0,48.0,0.0,63.0,255.0,255.0,BENIGN,BENIGN,BENIGN,BENIGN,97,5.0
532,0.0,0.0,0.0,0.0,0.0,0.0,252.0,48.0,BENIGN,BENIGN,BENIGN,BENIGN,98,5.0
1045,0.0,0.0,32.0,247.0,15.0,255.0,15.0,255.0,BENIGN,BENIGN,BENIGN,BENIGN,99,5.0
1200,255.0,0.0,128.0,0.0,48.0,0.0,40.0,247.0,BENIGN,BENIGN,BENIGN,BENIGN,100,5.0
125,0.0,0.0,251.0,64.0,0.0,63.0,255.0,255.0,BENIGN,BENIGN,BENIGN,BENIGN,101,4.0
532,0.0,0.0,0.0,0.0,0.0,0.0,251.0,64.0,BENIGN,BENIGN,BENIGN,BENIGN,102,4.0
862,0.0,192.0,0.0,20.0,160.0,104.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,103,0.0
1045,0.0,0.0,36.0,246.0,15.0,255.0,15.0,255.0,BENIGN,BENIGN,BENIGN,BENIGN,104,5.0
1200,255.0,0.0,128.0,0.0,64.0,0.0,40.0,246.0,BENIGN,BENIGN,BENIGN,BENIGN,105,5.0
125,0.0,0.0,250.0,80.0,0.0,63.0,255.0,255.0,BENIGN,BENIGN,BENIGN,BENIGN,106,5.0
532,0.0,0.0,0.0,0.0,0.0,0.0,250.0,80.0,BENIGN,BENIGN,BENIGN,BENIGN,107,5.0
1045,0.0,0.0,40.0,245.0,15.0,255.0,15.0,255.0,BENIGN,BENIGN,BENIGN,BENIGN,108,4.0
1200,255.0,0.0,128.0,0.0,80.0,0.0,40.0,245.0,BENIGN,BENIGN,BENIGN,BENIGN,109,4.0
1072,135.0,0.0,7.0,52.0,100.0,1.0,22.0,147.0,BENIGN,BENIGN,BENIGN,BENIGN,110,25.0
125,0.0,0.0,249.0,96.0,0.0,63.0,255.0,255.0,BENIGN,BENIGN,BENIGN,BENIGN,111,5.0
532,0.0,0.0,0.0,0.0,0.0,0.0,249.0,96.0,BENIGN,BENIGN,BENIGN,BENIGN,112,5.0
1045,0.0,0.0,44.0,244.0,15.0,255.0,15.0,255.0,BENIGN,BENIGN,BENIGN,BENIGN,113,5.0
1046,66.0,96.0,252.0,8.0,1.0,10.0,128.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,114,24.0
1200,255.0,0.0,128.0,0.0,96.0,0.0,40.0,244.0,BENIGN,BENIGN,BENIGN,BENIGN,115,6.0
909,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,116,0.0
950,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,117,83.0
951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,118,83.0
952,255.0,255.0,255.0,255.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,119,0.0
995,0.0,0.0,4.0,19.0,128.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,120,0.0
1003,0.0,4.0,20.0,0.0,0.0,16.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,121,0.0
1034,193.0,1.0,255.0,255.0,255.0,255.0,255.0,255.0,BENIGN,BENIGN,BENIGN,BENIGN,122,60.0
1084,50.0,0.0,0.0,44.0,0.0,153.0,136.0,20.0,BENIGN,BENIGN,BENIGN,BENIGN,123,0.0
1095,33.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,124,0.0
125,0.0,0.0,248.0,112.0,0.0,63.0,255.0,255.0,BENIGN,BENIGN,BENIGN,BENIGN,125,14.0
532,0.0,0.0,0.0,0.0,0.0,0.0,248.0,112.0,BENIGN,BENIGN,BENIGN,BENIGN,126,14.0
1045,0.0,0.0,48.0,243.0,15.0,255.0,15.0,255.0,BENIGN,BENIGN,BENIGN,BENIGN,127,14.0
1200,255.0,0.0,128.0,0.0,112.0,0.0,40.0,243.0,BENIGN,BENIGN,BENIGN,BENIGN,128,13.0
948,20.0,17.0,17.0,255.0,255.0,255.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,129,0.0
949,255.0,253.0,255.0,253.0,255.0,253.0,255.0,253.0,BENIGN,BENIGN,BENIGN,BENIGN,130,0.0
817,192.0,0.0,228.0,137.0,10.0,0.0,0.0,2.0,BENIGN,BENIGN,BENIGN,BENIGN,131,0.0
1077,40.0,32.0,0.0,20.0,0.0,32.0,41.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,132,46.0
967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,133,0.0
1046,67.0,96.0,251.0,8.0,1.0,10.0,128.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,134,20.0
947,65.0,136.0,0.0,18.0,230.0,0.0,3.0,50.0,BENIGN,BENIGN,BENIGN,BENIGN,135,0.0
963,64.0,0.0,16.0,193.0,0.0,0.0,129.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,136,0.0
1046,68.0,96.0,250.0,8.0,1.0,10.0,128.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,137,3.0
1034,193.0,2.0,255.0,255.0,255.0,255.0,255.0,255.0,BENIGN,BENIGN,BENIGN,BENIGN,138,16.0
986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,139,0.0
994,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,140,0.0
1002,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,141,0.0
950,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,142,25.0
951,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,143,25.0
1076,36.0,0.0,20.0,0.0,15.0,255.0,2.0,100.0,BENIGN,BENIGN,BENIGN,BENIGN,144,90.0
1077,124.0,112.0,0.0,84.0,0.0,36.0,41.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,145,13.0
1046,69.0,96.0,249.0,8.0,1.0,10.0,128.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,146,9.0
968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,147,0.0
992,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,148,0.0
1125,255.0,252.0,255.0,252.0,255.0,254.0,255.0,252.0,BENIGN,BENIGN,BENIGN,BENIGN,149,0.0
1126,0.0,76.0,236.0,248.0,96.0,32.0,32.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,150,0.0
1127,0.0,255.0,224.0,255.0,254.0,254.0,240.0,240.0,BENIGN,BENIGN,BENIGN,BENIGN,151,0.0
1046,70.0,96.0,248.0,8.0,1.0,10.0,128.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,152,6.0
1034,193.0,4.0,255.0,255.0,255.0,255.0,255.0,255.0,BENIGN,BENIGN,BENIGN,BENIGN,153,15.0
1046,71.0,96.0,247.0,8.0,1.0,10.0,128.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,154,2.0
950,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,155,13.0
951,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,156,13.0
1046,72.0,96.0,246.0,8.0,1.0,10.0,128.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,157,3.0
1034,193.0,16.0,255.0,255.0,255.0,255.0,255.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,158,5.0
942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,159,0.0
753,0.0,0.0,81.0,16.0,0.0,254.0,1.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,160,0.0
902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,161,0.0
1081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,162,0.0
1046,73.0,96.0,245.0,8.0,1.0,10.0,128.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,163,6.0
950,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,164,9.0
1046,74.0,96.0,244.0,8.0,1.0,10.0,128.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,165,2.0
1034,192.0,0.0,0.0,5.0,13.0,254.0,242.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,166,8.0
1046,75.0,96.0,243.0,8.0,1.0,10.0,128.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,167,2.0
132,0.0,0.0,0.0,76.0,15.0,53.0,12.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,168,72.0
512,0.0,0.0,130.0,80.0,130.0,80.0,240.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,169,147.0
1046,76.0,96.0,242.0,8.0,1.0,10.0,128.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,170,3.0
950,8.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,171,7.0
817,192.0,0.0,228.0,138.0,10.0,0.0,0.0,2.0,BENIGN,BENIGN,BENIGN,BENIGN,172,41.0
1046,77.0,96.0,241.0,8.0,1.0,10.0,128.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,173,3.0
1046,78.0,96.0,240.0,8.0,1.0,10.0,128.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,174,1.0
950,8.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,175,4.0
1046,79.0,96.0,239.0,8.0,1.0,10.0,128.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,176,2.0
1126,0.0,80.0,0.0,248.0,96.0,32.0,32.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,177,27.0
950,8.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,178,3.0
950,8.0,0.0,0.0,0.0,48.0,57.0,101.0,2.0,BENIGN,BENIGN,BENIGN,BENIGN,179,1.0
132,0.0,0.0,0.0,76.0,15.0,54.0,12.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,180,12.0
950,8.0,0.0,1.0,0.0,48.0,241.0,82.0,88.0,BENIGN,BENIGN,BENIGN,BENIGN,181,2.0
1034,192.0,0.0,0.0,5.0,13.0,254.0,254.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,182,16.0
817,192.0,0.0,228.0,139.0,10.0,0.0,0.0,2.0,BENIGN,BENIGN,BENIGN,BENIGN,183,11.0
950,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,184,3.0
1126,0.0,80.0,4.0,248.0,96.0,32.0,32.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,185,8.0
950,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,186,2.0
132,0.0,0.0,0.0,76.0,15.0,55.0,12.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,187,7.0
817,192.0,0.0,228.0,140.0,10.0,0.0,0.0,2.0,BENIGN,BENIGN,BENIGN,BENIGN,188,5.0
1034,192.0,0.0,0.0,5.0,13.0,255.0,10.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,189,7.0
1126,0.0,80.0,8.0,248.0,96.0,32.0,32.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,190,5.0
132,0.0,0.0,0.0,76.0,15.0,56.0,12.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,191,4.0
817,192.0,0.0,228.0,141.0,10.0,0.0,0.0,2.0,BENIGN,BENIGN,BENIGN,BENIGN,192,4.0
1034,192.0,0.0,0.0,5.0,13.0,255.0,22.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,193,4.0
1126,0.0,80.0,12.0,248.0,96.0,32.0,32.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,194,4.0
132,0.0,0.0,0.0,76.0,15.0,57.0,12.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,195,4.0
817,192.0,0.0,228.0,142.0,10.0,0.0,0.0,2.0,BENIGN,BENIGN,BENIGN,BENIGN,196,4.0
1126,0.0,80.0,16.0,248.0,96.0,32.0,32.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,197,3.0
1034,192.0,0.0,0.0,5.0,13.0,255.0,34.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,198,5.0
132,0.0,0.0,0.0,76.0,15.0,58.0,12.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,199,4.0
817,192.0,0.0,228.0,143.0,10.0,0.0,0.0,2.0,BENIGN,BENIGN,BENIGN,BENIGN,200,4.0
1126,0.0,80.0,20.0,248.0,96.0,32.0,32.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,201,4.0
1034,192.0,0.0,0.0,5.0,13.0,255.0,46.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,202,4.0
132,0.0,0.0,0.0,76.0,15.0,59.0,12.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,203,4.0
817,192.0,0.0,228.0,144.0,10.0,0.0,0.0,2.0,BENIGN,BENIGN,BENIGN,BENIGN,204,4.0
1126,0.0,80.0,24.0,248.0,96.0,32.0,32.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,205,4.0
132,0.0,0.0,0.0,76.0,16.0,0.0,12.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,206,3.0
1034,192.0,0.0,0.0,5.0,13.0,255.0,58.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,207,5.0
817,192.0,0.0,228.0,145.0,10.0,0.0,0.0,2.0,BENIGN,BENIGN,BENIGN,BENIGN,208,4.0
1126,0.0,80.0,28.0,248.0,96.0,32.0,32.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,209,4.0
132,0.0,0.0,0.0,76.0,16.0,1.0,12.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,210,4.0
817,192.0,0.0,228.0,146.0,10.0,0.0,0.0,2.0,BENIGN,BENIGN,BENIGN,BENIGN,211,3.0
1034,192.0,0.0,0.0,5.0,13.0,255.0,70.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,212,5.0
1126,0.0,80.0,32.0,248.0,96.0,32.0,32.0,0.0,BENIGN,BENIGN,BENIGN,BENIGN,213,4.0
